,Bedrooms,Listing_Title,Posting_Date,Price,Reply_contact_info_link,Sqft,city,full_URL,posting_ID
0,1.0,"Accepts Electronic Payments, Pets Allowed, Controlled Access",2017-03-17 13:37,1215.0,https://seattle.craigslist.org/reply/sea/apa/6048324006,650.0,seattle,https://seattle.craigslist.org/skc/apa/6048324006.html,6048324006
5,1.0,Beautiful upgraded home!!! Call TODAY!!!,2017-03-17 13:36,1172.0,https://seattle.craigslist.org/reply/sea/apa/6048322523,784.0,seattle,https://seattle.craigslist.org/oly/apa/6048322523.html,6048322523
7,1.0,Brand New Remodeled Home! Last One This Month!,2017-03-17 13:35,1464.0,https://seattle.craigslist.org/reply/sea/apa/6048322058,650.0,seattle,https://seattle.craigslist.org/see/apa/6048322058.html,6048322058
10,1.0,South Capital Hill Secure One Bedroom Condo at Maison Jiselle,2017-03-17 13:34,1400.0,https://seattle.craigslist.org/reply/sea/apa/6048320024,480.0,seattle,https://seattle.craigslist.org/see/apa/6048320024.html,6048320024
14,1.0,CHARMING 1 BD X 1 BA!,2017-03-17 13:33,1100.0,https://seattle.craigslist.org/reply/sea/apa/6048193133,,seattle,https://seattle.craigslist.org/tac/apa/6048193133.html,6048193133
16,1.0,$800 Amazon Gift Card.,2017-03-17 13:32,1195.0,https://seattle.craigslist.org/reply/sea/apa/6048316898,,seattle,https://seattle.craigslist.org/see/apa/6048316898.html,6048316898
19,1.0,"...STAINLESS STEEL, BRAND NEW..HURRY IN!",2017-03-17 13:30,1015.0,https://seattle.craigslist.org/reply/sea/apa/6045299761,714.0,seattle,https://seattle.craigslist.org/tac/apa/6045299761.html,6045299761
21,1.0,1bd 1bth Sunny side Apt,2017-03-17 13:27,1080.0,https://seattle.craigslist.org/reply/sea/apa/6048300433,756.0,seattle,https://seattle.craigslist.org/sno/apa/6048300433.html,6048300433
22,1.0,$99 Special When You Apply At Vue25 Today!!,2017-03-17 13:26,1445.0,https://seattle.craigslist.org/reply/sea/apa/6048307364,900.0,seattle,https://seattle.craigslist.org/tac/apa/6048307364.html,6048307364
23,1.0,"1x1 Great Value!!! Move-In Special, Call Now To Reserve",2017-03-17 13:26,1025.0,https://seattle.craigslist.org/reply/sea/apa/6048307291,620.0,seattle,https://seattle.craigslist.org/sno/apa/6048307291.html,6048307291
24,1.0,Top Floor! Hard Wood Floors Throughout!,2017-03-17 13:25,1235.0,https://seattle.craigslist.org/reply/sea/apa/6036706564,690.0,seattle,https://seattle.craigslist.org/tac/apa/6036706564.html,6036706564
26,1.0,Welcome Home to Brackett,2017-03-17 13:22,1419.0,https://seattle.craigslist.org/reply/sea/apa/6041098188,515.0,seattle,https://seattle.craigslist.org/sno/apa/6041098188.html,6041098188
33,1.0,Amazing Remodeled 1 bedroom 1 bath apartment home on ground floor,2017-03-17 13:20,1444.0,https://seattle.craigslist.org/reply/sea/apa/6048298740,657.0,seattle,https://seattle.craigslist.org/sno/apa/6048298740.html,6048298740
34,1.0,COME SAVE $1000 OFF ANY WAY YOU WANT IT!!! CHECK OUT OUR PRICES!!!,2017-03-17 13:19,1105.0,https://seattle.craigslist.org/reply/sea/apa/6048297787,779.0,seattle,https://seattle.craigslist.org/tac/apa/6048297787.html,6048297787
35,1.0,CRAZY DEALS RIGHT HERE!!! $1000 ANY WAY YOU WANT!!!,2017-03-17 13:19,1085.0,https://seattle.craigslist.org/reply/sea/apa/6048297739,816.0,seattle,https://seattle.craigslist.org/tac/apa/6048297739.html,6048297739
36,1.0,"Playground, Professional on-site management, Renovated interiors",2017-03-17 13:19,1265.0,https://seattle.craigslist.org/reply/sea/apa/6038314909,828.0,seattle,https://seattle.craigslist.org/skc/apa/6038314909.html,6038314909
37,1.0,1X1 Top Floor-Renovated | Spacious with Ample Parking!,2017-03-17 13:17,1319.0,https://seattle.craigslist.org/reply/sea/apa/6048294743,758.0,seattle,https://seattle.craigslist.org/skc/apa/6048294743.html,6048294743
38,1.0,CLOSE TO JBLM!!! ASK ABOUT $1000 OFF AND LOWERED PRICES!!!,2017-03-17 13:17,1085.0,https://seattle.craigslist.org/reply/sea/apa/6048293859,743.0,seattle,https://seattle.craigslist.org/tac/apa/6048293859.html,6048293859
39,1.0,COME IN AND TOUR TODAY!!! ASK ABOUT $1000 OFF AND LOWERED PRICES!!!,2017-03-17 13:16,1065.0,https://seattle.craigslist.org/reply/sea/apa/6048293515,662.0,seattle,https://seattle.craigslist.org/tac/apa/6048293515.html,6048293515
41,1.0,"Pet Park, Business Center, Package Receiving",2017-03-17 13:14,1025.0,https://seattle.craigslist.org/reply/sea/apa/6042081515,592.0,seattle,https://seattle.craigslist.org/skc/apa/6042081515.html,6042081515
42,1.0,"WiFi in the Office and Cabana, Updater Moving Partner",2017-03-17 13:14,1461.0,https://seattle.craigslist.org/reply/sea/apa/6048290261,644.0,seattle,https://seattle.craigslist.org/est/apa/6048290261.html,6048290261
43,1.0,Fantastic Community With Opening- Great Unit Fantastic Location,2017-03-17 13:14,1155.0,https://seattle.craigslist.org/reply/sea/apa/6014136723,750.0,seattle,https://seattle.craigslist.org/tac/apa/6014136723.html,6014136723
45,1.0,LOOK INSIDE FOR GREAT DEALS!!! $1000 OFF AND NEWLY LOWERED PRICES!!!,2017-03-17 13:14,1045.0,https://seattle.craigslist.org/reply/sea/apa/6048289793,675.0,seattle,https://seattle.craigslist.org/tac/apa/6048289793.html,6048289793
46,1.0,HELLO....? WE ARE HERE AND READY FOR A RENTER LIKE YOU!,2017-03-17 13:14,1450.0,https://seattle.craigslist.org/reply/sea/apa/6048280586,750.0,seattle,https://seattle.craigslist.org/see/apa/6048280586.html,6048280586
47,1.0,DEALS!!! DEALS!!! DEALS!!! $1000 OFF!!! NEWLY LOWERED PRICES!!!,2017-03-17 13:14,1045.0,https://seattle.craigslist.org/reply/sea/apa/6048289665,704.0,seattle,https://seattle.craigslist.org/tac/apa/6048289665.html,6048289665
48,1.0,HOW DOES $1000 OFF ANY WAY YOU WANT IT SOUND?!!!,2017-03-17 13:14,1000.0,https://seattle.craigslist.org/reply/sea/apa/6048289545,585.0,seattle,https://seattle.craigslist.org/tac/apa/6048289545.html,6048289545
49,1.0,"Pool, Carport, Pool Table $99 dep $12 apps READY TODAY!!!!",2017-03-17 13:14,1025.0,https://seattle.craigslist.org/reply/sea/apa/6048289259,592.0,seattle,https://seattle.craigslist.org/skc/apa/6048289259.html,6048289259
50,1.0,Last One bedroom Townhouse! Hurry in while it lasts!,2017-03-17 13:14,1415.0,https://seattle.craigslist.org/reply/sea/apa/6048289216,890.0,seattle,https://seattle.craigslist.org/see/apa/6048289216.html,6048289216
51,1.0,Apartment for rent,2017-03-17 13:14,1400.0,https://seattle.craigslist.org/reply/sea/apa/6048267471,,seattle,https://seattle.craigslist.org/sno/apa/6048267471.html,6048267471
54,1.0,"Short Term Lease, Night Patrol, Dishwasher",2017-03-17 13:11,1250.0,https://seattle.craigslist.org/reply/sea/apa/6042456542,680.0,seattle,https://seattle.craigslist.org/skc/apa/6042456542.html,6042456542
55,1.0,Look & lease this one bedroom today! move in ready!,2017-03-17 13:11,1259.0,https://seattle.craigslist.org/reply/sea/apa/6048284638,600.0,seattle,https://seattle.craigslist.org/skc/apa/6048284638.html,6048284638
56,1.0,Big Savings! Great Commuting Location! Buses! Park & Ride!,2017-03-17 13:10,1415.0,https://seattle.craigslist.org/reply/sea/apa/6042455944,585.0,seattle,https://seattle.craigslist.org/est/apa/6042455944.html,6042455944
57,1.0,Ground floor 1 bed 1 bath available now ( c-103),2017-03-17 13:10,1473.0,https://seattle.craigslist.org/reply/sea/apa/6048283353,794.0,seattle,https://seattle.craigslist.org/skc/apa/6048283353.html,6048283353
60,1.0,(0779) Totally Renovated Queen Anne apartment near Seattle Center,2017-03-17 13:09,1395.0,https://seattle.craigslist.org/reply/sea/apa/6045372123,,seattle,https://seattle.craigslist.org/see/apa/6045372123.html,6045372123
61,1.0,Apt $1075,2017-03-17 13:08,1075.0,https://seattle.craigslist.org/reply/sea/apa/6040975401,600.0,seattle,https://seattle.craigslist.org/sno/apa/6040975401.html,6040975401
62,1.0,(0779) Totally Renovated Queen Anne apartment near Seattle Center,2017-03-17 13:08,1395.0,https://seattle.craigslist.org/reply/sea/apa/6045375468,,seattle,https://seattle.craigslist.org/see/apa/6045375468.html,6045375468
65,1.0,A Pot of Gold Waits For You At Trillium W/ 1 Month FREE!,2017-03-17 13:06,1399.0,https://seattle.craigslist.org/reply/sea/apa/6048278133,656.0,seattle,https://seattle.craigslist.org/sno/apa/6048278133.html,6048278133
66,1.0,WE HAVE HOMES FOR MAY!!! PRE LEASE TODAY BEFORE PRICES GO UP!,2017-03-17 13:06,1499.0,https://seattle.craigslist.org/reply/sea/apa/6048277472,608.0,seattle,https://seattle.craigslist.org/see/apa/6048277472.html,6048277472
67,1.0,Make Today Your Lucky Day & Rent with Us! 1x1 Available Now!,2017-03-17 13:04,1395.0,https://seattle.craigslist.org/reply/sea/apa/6048274428,750.0,seattle,https://seattle.craigslist.org/skc/apa/6048274428.html,6048274428
68,1.0,"FEELING LUCKY? SPACIOUS 1X1, COME TOUR TODAY!",2017-03-17 13:03,1206.0,https://seattle.craigslist.org/reply/sea/apa/6048273020,660.0,seattle,https://seattle.craigslist.org/skc/apa/6048273020.html,6048273020
69,1.0,Walk In Closet | Corner Home | Top Floor - Won't Last Long!,2017-03-17 13:02,1475.0,https://seattle.craigslist.org/reply/sea/apa/6048271718,635.0,seattle,https://seattle.craigslist.org/see/apa/6048271718.html,6048271718
72,1.0,Happy St Pattys day! Come enjoy Beer and Baked Potato bar!,2017-03-17 13:00,1455.0,https://seattle.craigslist.org/reply/sea/apa/6048267260,600.0,seattle,https://seattle.craigslist.org/oly/apa/6048267260.html,6048267260
73,1.0,Quiet/Cozy/Private and ONLY $1450! APPLY TODAY!!!!,2017-03-17 12:59,1450.0,https://seattle.craigslist.org/reply/sea/apa/6048266557,635.0,seattle,https://seattle.craigslist.org/see/apa/6048266557.html,6048266557
78,1.0,"Great Location, Hardwood Throughout, Modern Finishes",2017-03-17 12:58,1395.0,https://seattle.craigslist.org/reply/sea/apa/6045390492,600.0,seattle,https://seattle.craigslist.org/see/apa/6045390492.html,6045390492
79,1.0,Spring Forward Into Savings! Rent This Tastefully Renovated 1x1 Today,2017-03-17 12:55,1110.0,https://seattle.craigslist.org/reply/sea/apa/6048260381,670.0,seattle,https://seattle.craigslist.org/tac/apa/6048260381.html,6048260381
85,1.0,Our Lowest-Priced Apartment Comes Available Soon - Pre-Lease Today!,2017-03-17 12:53,1498.0,https://seattle.craigslist.org/reply/sea/apa/6042612761,540.0,seattle,https://seattle.craigslist.org/est/apa/6042612761.html,6042612761
88,1.0,Gorgeous One Bedroom In Amazing Mid Rise! Short Term Leases Available!,2017-03-17 12:51,1220.0,https://seattle.craigslist.org/reply/sea/apa/6048253788,730.0,seattle,https://seattle.craigslist.org/tac/apa/6048253788.html,6048253788
89,1.0,"LARGE ONE BEDROOM, DON'T MISS THIS AMAZING DEAL!",2017-03-17 12:51,1299.0,https://seattle.craigslist.org/reply/sea/apa/6048253603,735.0,seattle,https://seattle.craigslist.org/see/apa/6048253603.html,6048253603
90,1.0,Looking For A Renovated 1 Bedroom Ready Now? Look & Lease Today!,2017-03-17 12:51,1475.0,https://seattle.craigslist.org/reply/sea/apa/6048253502,715.0,seattle,https://seattle.craigslist.org/skc/apa/6048253502.html,6048253502
92,1.0,New Renovations Happening at Grammercy Apartments this Spring!,2017-03-17 12:49,1305.0,https://seattle.craigslist.org/reply/sea/apa/6048251396,640.0,seattle,https://seattle.craigslist.org/skc/apa/6048251396.html,6048251396
95,1.0,"Already St Patricks day, need an apartment? Apply today!",2017-03-17 12:49,1315.0,https://seattle.craigslist.org/reply/sea/apa/6048250724,908.0,seattle,https://seattle.craigslist.org/sno/apa/6048250724.html,6048250724
98,1.0,HUGE 1 Bedroom - Granite Counters/Stainless Appliances W/D in-unit,2017-03-17 12:47,1250.0,https://seattle.craigslist.org/reply/sea/apa/6048248061,740.0,seattle,https://seattle.craigslist.org/see/apa/6048248061.html,6048248061
101,1.0,"Remodeled, Top Floor 1 Bedroom with Hardwood Floors 7515 24th Ave NW",2017-03-17 12:46,1395.0,https://seattle.craigslist.org/reply/sea/apa/6036919840,650.0,seattle,https://seattle.craigslist.org/see/apa/6036919840.html,6036919840
103,1.0,Ballard 1 Bedroom 5121 17th Ave NW,2017-03-17 12:46,1295.0,https://seattle.craigslist.org/reply/sea/apa/6006319998,600.0,seattle,https://seattle.craigslist.org/see/apa/6006319998.html,6006319998
104,1.0,Ballard/Crown Hill Top Floor 1 Bedroom Apartment 8508 Mary Ave NW #303,2017-03-17 12:46,1425.0,https://seattle.craigslist.org/reply/sea/apa/6044121074,796.0,seattle,https://seattle.craigslist.org/see/apa/6044121074.html,6044121074
105,1.0,Move in before Spring and Relax This Summer!,2017-03-17 12:45,1017.0,https://seattle.craigslist.org/reply/sea/apa/6048244759,601.0,seattle,https://seattle.craigslist.org/see/apa/6048244759.html,6048244759
106,1.0,"Dishwasher, Sundeck, Pets Allowed",2017-03-17 12:45,1250.0,https://seattle.craigslist.org/reply/sea/apa/6048244609,680.0,seattle,https://seattle.craigslist.org/skc/apa/6048244609.html,6048244609
107,1.0,Fabulous One Bedroom with Full Size Washer and Dryer!!,2017-03-17 12:45,1327.0,https://seattle.craigslist.org/reply/sea/apa/6048235743,680.0,seattle,https://seattle.craigslist.org/skc/apa/6048235743.html,6048235743
109,1.0,"Ground Floor, Corner Home! Fully Renovated!",2017-03-17 12:44,1005.0,https://seattle.craigslist.org/reply/sea/apa/6017800114,620.0,seattle,https://seattle.craigslist.org/tac/apa/6017800114.html,6017800114
111,1.0,"Lots of Space, Cabinets, and Did I Mention Closets?",2017-03-17 12:43,1329.0,https://seattle.craigslist.org/reply/sea/apa/6041671034,700.0,seattle,https://seattle.craigslist.org/skc/apa/6041671034.html,6041671034
112,1.0,"Wood Plank-Style Flooring and Designer Carpet, Extra Storage Area",2017-03-17 12:42,1445.0,https://seattle.craigslist.org/reply/sea/apa/6048240161,706.0,seattle,https://seattle.craigslist.org/see/apa/6048240161.html,6048240161
114,1.0,Top Floor! Spectacular Views and Tranquil Setting!,2017-03-17 12:42,1375.0,https://seattle.craigslist.org/reply/sea/apa/6048239991,743.0,seattle,https://seattle.craigslist.org/skc/apa/6048239991.html,6048239991
115,1.0,"Only 1 left! Cute 1x1 w/Patio, concrete flooring and interior view",2017-03-17 12:42,1364.0,https://seattle.craigslist.org/reply/sea/apa/6048239411,590.0,seattle,https://seattle.craigslist.org/est/apa/6048239411.html,6048239411
116,1.0,Reserve Your One Bedroom Home At Andorra Now!,2017-03-17 12:42,1360.0,https://seattle.craigslist.org/reply/sea/apa/6048239138,700.0,seattle,https://seattle.craigslist.org/sno/apa/6048239138.html,6048239138
117,1.0,# Come Home Happy!! Lease Here @ The Hanover Apartments #,2017-03-17 12:42,1265.0,https://seattle.craigslist.org/reply/sea/apa/6048238774,676.0,seattle,https://seattle.craigslist.org/skc/apa/6048238774.html,6048238774
119,1.0,"AMAZING ONE BEDROOM, COME CHECK IT OUT!",2017-03-17 12:41,1475.0,https://seattle.craigslist.org/reply/sea/apa/6048237984,715.0,seattle,https://seattle.craigslist.org/skc/apa/6048237984.html,6048237984
3,1.0,$200 off move-in! 1x1+ den available April! Dont miss out on this deal,2017-03-17 13:34,1725.0,https://seattle.craigslist.org/reply/sea/apa/6048320246,830.0,seattle,https://seattle.craigslist.org/skc/apa/6048320246.html,6048320246
5,1.0,Independent Senior Living Tour/ Lease Same Day Receive 50% Off Deposit,2017-03-17 13:32,1757.0,https://seattle.craigslist.org/reply/sea/apa/6048301713,602.0,seattle,https://seattle.craigslist.org/skc/apa/6048301713.html,6048301713
7,1.0,Henry is Your Blank Slate. Design the Apartment of Your Dreams!,2017-03-17 13:31,1825.0,https://seattle.craigslist.org/reply/sea/apa/6048315713,610.0,seattle,https://seattle.craigslist.org/see/apa/6048315713.html,6048315713
10,1.0,Cute & Snug Renewed Open 1 Bedroom In Seattle W/ 1 Month Rent FREE!,2017-03-17 13:30,1860.0,https://seattle.craigslist.org/reply/sea/apa/6048313645,644.0,seattle,https://seattle.craigslist.org/see/apa/6048313645.html,6048313645
11,1.0,Brand New DADU - Featured on King 5,2017-03-17 13:30,1995.0,https://seattle.craigslist.org/reply/sea/apa/6048301890,700.0,seattle,https://seattle.craigslist.org/see/apa/6048301890.html,6048301890
12,1.0,On the Beat of Fremont and Lake Union!,2017-03-17 13:30,1995.0,https://seattle.craigslist.org/reply/sea/apa/6048313067,610.0,seattle,https://seattle.craigslist.org/see/apa/6048313067.html,6048313067
13,1.0,Prelease a One Bedroom for April! Call Today!,2017-03-17 13:29,1535.0,https://seattle.craigslist.org/reply/sea/apa/6048312615,669.0,seattle,https://seattle.craigslist.org/est/apa/6048312615.html,6048312615
15,1.0,Origin Apartments 6 Weeks Free! Call Us!,2017-03-17 13:27,1550.0,https://seattle.craigslist.org/reply/sea/apa/6048292894,657.0,seattle,https://seattle.craigslist.org/see/apa/6048292894.html,6048292894
16,1.0,Awesome move in gifts and waiving the move in fee!,2017-03-17 13:26,1611.0,https://seattle.craigslist.org/reply/sea/apa/6048287725,727.0,seattle,https://seattle.craigslist.org/est/apa/6048287725.html,6048287725
17,1.0,"Modern Private Residence - 1 Bedroom -View, 11 Ft. Ceil, Jacuzzi, Deck",2017-03-17 13:25,1999.0,https://seattle.craigslist.org/reply/sea/apa/6038291082,900.0,seattle,https://seattle.craigslist.org/see/apa/6038291082.html,6038291082
20,1.0,March Madness ~~ Come on home to GreenHouse NOW,2017-03-17 13:23,1830.0,https://seattle.craigslist.org/reply/sea/apa/6048302925,650.0,seattle,https://seattle.craigslist.org/see/apa/6048302925.html,6048302925
22,1.0,Pre-lease your home now ~~ Don't miss out on this gem!,2017-03-17 13:21,1830.0,https://seattle.craigslist.org/reply/sea/apa/6035232447,650.0,seattle,https://seattle.craigslist.org/see/apa/6035232447.html,6035232447
23,1.0,Open 1 Bedroom priced to lease today with 1 month free,2017-03-17 13:20,1690.0,https://seattle.craigslist.org/reply/sea/apa/6048299645,575.0,seattle,https://seattle.craigslist.org/see/apa/6048299645.html,6048299645
25,1.0,FREE accent wall with your choice of color (1 Bedroom),2017-03-17 13:20,1704.0,https://seattle.craigslist.org/reply/sea/apa/6048270637,683.0,seattle,https://seattle.craigslist.org/est/apa/6048270637.html,6048270637
27,1.0,It's Not An April Fools Joke! This 1 Bed Is Ready 4/1!,2017-03-17 13:19,1786.0,https://seattle.craigslist.org/reply/sea/apa/6048297660,700.0,seattle,https://seattle.craigslist.org/see/apa/6048297660.html,6048297660
29,1.0,Stress Less! Reduce Your Commute & Budget! 1 BR Townhomes Ready NOW!,2017-03-17 13:18,1875.0,https://seattle.craigslist.org/reply/sea/apa/6048296018,780.0,seattle,https://seattle.craigslist.org/est/apa/6048296018.html,6048296018
30,1.0,1 BD w/ sweeping views of the city Skyline. Move-In Special!,2017-03-17 13:17,1850.0,https://seattle.craigslist.org/reply/sea/apa/6048294921,692.0,seattle,https://seattle.craigslist.org/see/apa/6048294921.html,6048294921
34,1.0,Its Your Lucky Day Here at Regency Woods! Grab Your 1x1 Today!,2017-03-17 13:16,1510.0,https://seattle.craigslist.org/reply/sea/apa/6048293248,750.0,seattle,https://seattle.craigslist.org/skc/apa/6048293248.html,6048293248
39,1.0,Express Your Individuality at The Reserve!,2017-03-17 13:13,1745.0,https://seattle.craigslist.org/reply/sea/apa/6048288660,708.0,seattle,https://seattle.craigslist.org/est/apa/6048288660.html,6048288660
40,1.0,"Beautiful, brand new 1BR in the heart of PioneerSquare! One month free",2017-03-17 13:13,1600.0,https://seattle.craigslist.org/reply/sea/apa/6045129038,650.0,seattle,https://seattle.craigslist.org/see/apa/6045129038.html,6045129038
47,1.0,Independent Senior Living Tour/ Lease Same Day Receive 50% Off Deposit,2017-03-17 13:11,1757.0,https://seattle.craigslist.org/reply/sea/apa/6048274205,602.0,seattle,https://seattle.craigslist.org/skc/apa/6048274205.html,6048274205
48,1.0,Perfect 1 bedroom apartment waiting for you to make it home,2017-03-17 13:10,1762.0,https://seattle.craigslist.org/reply/sea/apa/6048284163,758.0,seattle,https://seattle.craigslist.org/est/apa/6048284163.html,6048284163
52,1.0,(1306) Top Floor Madison Park Apartment at Park Lane Condominiums,2017-03-17 13:09,1695.0,https://seattle.craigslist.org/reply/sea/apa/6014902963,680.0,seattle,https://seattle.craigslist.org/see/apa/6014902963.html,6014902963
54,1.0,(1306) Top Floor Madison Park Apartment at Park Lane Condominiums,2017-03-17 13:08,1695.0,https://seattle.craigslist.org/reply/sea/apa/6014897133,680.0,seattle,https://seattle.craigslist.org/see/apa/6014897133.html,6014897133
55,1.0,Did you know? One Bedrm w/ New Floor + Great Deal!,2017-03-17 13:08,1550.0,https://seattle.craigslist.org/reply/sea/apa/6048280723,650.0,seattle,https://seattle.craigslist.org/est/apa/6048280723.html,6048280723
56,1.0,View of Evergreens and short walk to Downtown Fremont | Henry,2017-03-17 13:08,1825.0,https://seattle.craigslist.org/reply/sea/apa/6048280673,610.0,seattle,https://seattle.craigslist.org/see/apa/6048280673.html,6048280673
58,1.0,Top floor 1 bedroom with lots of natural light!!,2017-03-17 13:07,1756.0,https://seattle.craigslist.org/reply/sea/apa/6048267627,708.0,seattle,https://seattle.craigslist.org/est/apa/6048267627.html,6048267627
59,1.0,SPACIOUS 1X1 Ready for TODAY!! Grab Your Keys!,2017-03-17 13:07,1510.0,https://seattle.craigslist.org/reply/sea/apa/6048278508,750.0,seattle,https://seattle.craigslist.org/skc/apa/6048278508.html,6048278508
62,1.0,1 bed 1 Bath Available March 18th! (Quiet corner apartment),2017-03-17 13:04,1717.0,https://seattle.craigslist.org/reply/sea/apa/6048218492,662.0,seattle,https://seattle.craigslist.org/est/apa/6048218492.html,6048218492
63,1.0,"TOP floor 1x1 w/ walk in closet, W/D, balcony, FIREPLACE and more!",2017-03-17 13:03,1702.0,https://seattle.craigslist.org/reply/sea/apa/6048261896,687.0,seattle,https://seattle.craigslist.org/see/apa/6048261896.html,6048261896
67,1.0,Your New View Awaits at Regency Woods! Perfect 1x1 Ready Today!,2017-03-17 13:01,1510.0,https://seattle.craigslist.org/reply/sea/apa/6048269875,750.0,seattle,https://seattle.craigslist.org/skc/apa/6048269875.html,6048269875
69,1.0,"Enjoy urban living, Spacious 1BR apt, Walk-in closet, Wow! City views",2017-03-17 13:01,1729.0,https://seattle.craigslist.org/reply/sea/apa/6048269710,647.0,seattle,https://seattle.craigslist.org/see/apa/6048269710.html,6048269710
73,1.0,WOW DID YOU KNOW=>$500 off 1st Month 4 Revamped One Bedroom!,2017-03-17 13:00,1675.0,https://seattle.craigslist.org/reply/sea/apa/6048267256,650.0,seattle,https://seattle.craigslist.org/est/apa/6048267256.html,6048267256
75,1.0,1 Bedroom Loft Available!,2017-03-17 12:59,1720.0,https://seattle.craigslist.org/reply/sea/apa/6038551579,811.0,seattle,https://seattle.craigslist.org/est/apa/6038551579.html,6038551579
76,1.0,ONE MONTH FREE!! Lease our LOFT today!,2017-03-17 12:59,1915.0,https://seattle.craigslist.org/reply/sea/apa/6048267041,750.0,seattle,https://seattle.craigslist.org/see/apa/6048267041.html,6048267041
78,1.0,Great Experiences Are Just Around The Corner.,2017-03-17 12:58,1930.0,https://seattle.craigslist.org/reply/sea/apa/6048265010,751.0,seattle,https://seattle.craigslist.org/est/apa/6048265010.html,6048265010
81,1.0,$99 Move in Special! Huge 1x1 with 827sq. ft. of living space!,2017-03-17 12:58,1577.0,https://seattle.craigslist.org/reply/sea/apa/6048195864,827.0,seattle,https://seattle.craigslist.org/sno/apa/6048195864.html,6048195864
82,1.0,Efficiency Studio - PARKING & Utilities included w Rent,2017-03-17 12:57,1595.0,https://seattle.craigslist.org/reply/sea/apa/6008125777,350.0,seattle,https://seattle.craigslist.org/see/apa/6008125777.html,6008125777
83,1.0,Luxury Studio in Downtown Seattle | Walk Score: 99,2017-03-17 12:57,1950.0,https://seattle.craigslist.org/reply/sea/apa/6048252048,499.0,seattle,https://seattle.craigslist.org/see/apa/6048252048.html,6048252048
86,1.0,Beautiful 1BD with Walk In Closet @ The Wave! Call Us Today!,2017-03-17 12:56,1933.0,https://seattle.craigslist.org/reply/sea/apa/6048251789,655.0,seattle,https://seattle.craigslist.org/see/apa/6048251789.html,6048251789
87,1.0,"The 1B1B You've Been LOOKING For! Modern, Crown Molding, & Fireplace!",2017-03-17 12:55,1655.0,https://seattle.craigslist.org/reply/sea/apa/6048260533,669.0,seattle,https://seattle.craigslist.org/est/apa/6048260533.html,6048260533
88,1.0,Rare One-Bedroom Apartment with a Master Bedroom - Look and Lease Now!,2017-03-17 12:55,1600.0,https://seattle.craigslist.org/reply/sea/apa/6043753079,670.0,seattle,https://seattle.craigslist.org/est/apa/6043753079.html,6043753079
89,1.0,Come and see us today! Open ALL weekend 10-6!,2017-03-17 12:55,1625.0,https://seattle.craigslist.org/reply/sea/apa/6048260097,686.0,seattle,https://seattle.craigslist.org/sno/apa/6048260097.html,6048260097
90,1.0,"Great value & location! 1BR apt w/ Spacious plan, W/D, Modern kitchen",2017-03-17 12:55,1729.0,https://seattle.craigslist.org/reply/sea/apa/6042445560,647.0,seattle,https://seattle.craigslist.org/see/apa/6042445560.html,6042445560
91,1.0,Industrial 1x1 w/ brand new construction! A/C! W/D! Gorgeous kitchen!,2017-03-17 12:55,1798.0,https://seattle.craigslist.org/reply/sea/apa/6048259579,614.0,seattle,https://seattle.craigslist.org/see/apa/6048259579.html,6048259579
93,1.0,Lovely courtyard view apartment available! $1000 off your 1st month!,2017-03-17 12:54,1595.0,https://seattle.craigslist.org/reply/sea/apa/6048258982,699.0,seattle,https://seattle.craigslist.org/see/apa/6048258982.html,6048258982
97,1.0,View of Evergreens and short walk to Downtown Fremont | Henry,2017-03-17 12:51,1825.0,https://seattle.craigslist.org/reply/sea/apa/6048253583,610.0,seattle,https://seattle.craigslist.org/see/apa/6048253583.html,6048253583
100,1.0,***Welcome home! Tour this lovely top floor apartment today!***,2017-03-17 12:48,1595.0,https://seattle.craigslist.org/reply/sea/apa/6048249790,699.0,seattle,https://seattle.craigslist.org/see/apa/6048249790.html,6048249790
101,1.0,Remodeled 1bedroom 1bathroom ready March 27th!,2017-03-17 12:48,1900.0,https://seattle.craigslist.org/reply/sea/apa/6048225963,653.0,seattle,https://seattle.craigslist.org/est/apa/6048225963.html,6048225963
103,1.0,"Wood Burning Fireplace, Private Balcony, Views of Heronfield Wetlands",2017-03-17 12:48,1609.0,https://seattle.craigslist.org/reply/sea/apa/6048248397,720.0,seattle,https://seattle.craigslist.org/est/apa/6048248397.html,6048248397
104,1.0,We are open ALL WEEKEND 10-6 for tours! Up to $1000 Credit available!,2017-03-17 12:47,1625.0,https://seattle.craigslist.org/reply/sea/apa/6048248268,686.0,seattle,https://seattle.craigslist.org/est/apa/6048248268.html,6048248268
105,1.0,LOFT available NOW! RARE FIND! ONE MONTH FREE!,2017-03-17 12:47,1915.0,https://seattle.craigslist.org/reply/sea/apa/6048247134,750.0,seattle,https://seattle.craigslist.org/see/apa/6048247134.html,6048247134
106,1.0,Gorgeous 1 bedroom with lots of kitchen space and washer/Dryer!,2017-03-17 12:47,1852.0,https://seattle.craigslist.org/reply/sea/apa/6048246846,814.0,seattle,https://seattle.craigslist.org/est/apa/6048246846.html,6048246846
113,1.0,Reserve #419 For Just $300! This Urban Home Has Everything You Need!,2017-03-17 12:45,1835.0,https://seattle.craigslist.org/reply/sea/apa/6048243925,558.0,seattle,https://seattle.craigslist.org/see/apa/6048243925.html,6048243925
