,Bedrooms,Listing_Title,Posting_Date,Price,Reply_contact_info_link,Sqft,city,full_URL,posting_ID
80,2.0,Condo for Lease/Rent at the lido mission valley,2017-03-17 11:35,2300.0,https://sandiego.craigslist.org/reply/sdo/apa/6047409714,1158.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047409714.html,6047409714
82,2.0,6 month furnished rental- Great location!,2017-03-17 11:32,2495.0,https://sandiego.craigslist.org/reply/sdo/apa/6048124470,,sandiego,https://sandiego.craigslist.org/nsd/apa/6048124470.html,6048124470
85,2.0,Charming & Wonderfully located North Park Cottage near Morley Field!,2017-03-17 11:27,2150.0,https://sandiego.craigslist.org/reply/sdo/apa/6048116504,775.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048116504.html,6048116504
89,2.0,Brand New Contemporary Style 2 BR/2 BA READY Today!,2017-03-17 11:26,2205.0,https://sandiego.craigslist.org/reply/sdo/apa/6048084821,925.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048084821.html,6048084821
91,2.0,STUNNING TWO LEVEL CARMEL VALLEY TOWNHOME,2017-03-17 11:25,2450.0,https://sandiego.craigslist.org/reply/sdo/apa/6048112883,1034.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048112883.html,6048112883
92,2.0,Ground-level unit located in the heart of Cardiff!,2017-03-17 11:22,2250.0,https://sandiego.craigslist.org/reply/sdo/apa/6048107367,850.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048107367.html,6048107367
93,2.0,Del Mar Condo,2017-03-17 11:20,2000.0,https://sandiego.craigslist.org/reply/sdo/apa/6048104053,800.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048104053.html,6048104053
94,2.0,Live a Life of Luxury in a Newly Remodeled Apt Home,2017-03-17 11:18,2250.0,https://sandiego.craigslist.org/reply/sdo/apa/6048099889,1300.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048099889.html,6048099889
96,2.0,GORGEOUS GREEN VIEW! READY TODAY! ARE YOU?,2017-03-17 11:16,2437.0,https://sandiego.craigslist.org/reply/sdo/apa/6048076363,1173.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048076363.html,6048076363
101,2.0,Charming house for rent,2017-03-17 11:11,2350.0,https://sandiego.craigslist.org/reply/sdo/apa/6036808324,,sandiego,https://sandiego.craigslist.org/csd/apa/6036808324.html,6036808324
103,2.0,"CONTEMPORARY, QUIET, BRIGHT 2BR in HEART OF HILLCREST NEAR ALL!",2017-03-17 11:09,2200.0,https://sandiego.craigslist.org/reply/sdo/apa/6048085903,1000.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048085903.html,6048085903
104,2.0,Lovely 2x2 downstairs walk to shops & Beach,2017-03-17 11:07,2100.0,https://sandiego.craigslist.org/reply/sdo/apa/6048081555,875.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048081555.html,6048081555
105,2.0,$225 Deposit!! Limited Time Only! You Don't Want to Miss Out!,2017-03-17 11:07,2445.0,https://sandiego.craigslist.org/reply/sdo/apa/6048081197,955.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048081197.html,6048081197
106,2.0,Spacious 2bed/2bath Condo in Bankers Hill,2017-03-17 11:06,2200.0,https://sandiego.craigslist.org/reply/sdo/apa/6042424874,,sandiego,https://sandiego.craigslist.org/csd/apa/6042424874.html,6042424874
108,2.0,"2 Bed/2 Bath, Private Garage, W/D, Wood Laminate, Gas Stove",2017-03-17 11:06,2490.0,https://sandiego.craigslist.org/reply/sdo/apa/6019874678,1114.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6019874678.html,6019874678
109,2.0,A Taste of the Sweet Life in Mission Valley,2017-03-17 11:04,2380.0,https://sandiego.craigslist.org/reply/sdo/apa/6048077159,1090.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048077159.html,6048077159
110,2.0,"2 Bed - 2.5 Bath, Resident Package Acceptance, On-Site Management",2017-03-17 11:04,2499.0,https://sandiego.craigslist.org/reply/sdo/apa/6029675967,1584.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6029675967.html,6029675967
111,2.0,"Cal State San Marcos University close, Two Master Suits",2017-03-17 11:04,2295.0,https://sandiego.craigslist.org/reply/sdo/apa/6008252068,1279.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6008252068.html,6008252068
113,2.0,ONE MONTH FREE ENDS SOON! On Our Gorgeous Two Bedrooms!,2017-03-17 10:59,2355.0,https://sandiego.craigslist.org/reply/sdo/apa/6048067550,1060.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048067550.html,6048067550
114,2.0,OPEN HOUSE!!!  Check Out Our LAST 2 Bedroom!!!,2017-03-17 10:57,2095.0,https://sandiego.craigslist.org/reply/sdo/apa/6048063749,1000.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048063749.html,6048063749
115,2.0,Looking to Rent a 2b/2b w/ LOW Rate? Huge Layout/ Pet Friendly! Beach,2017-03-17 10:57,2230.0,https://sandiego.craigslist.org/reply/sdo/apa/6048034258,1065.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048034258.html,6048034258
117,2.0,Plans for this afternoon? You're Invited To Tour With Us At Westview Village!,2017-03-17 10:55,2315.0,https://sandiego.craigslist.org/reply/sdo/apa/6048060280,987.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048060280.html,6048060280
118,2.0,"Quiet, Coastal Community Near I-5, Shopping and Major Businesses!",2017-03-17 10:55,2130.0,https://sandiego.craigslist.org/reply/sdo/apa/6048044500,880.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048044500.html,6048044500
119,2.0,SATURDAY OPEN HOUSE!!! Immediate Move In Available!!!,2017-03-17 10:54,2095.0,https://sandiego.craigslist.org/reply/sdo/apa/6048058428,1000.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048058428.html,6048058428
0,2.0,2/2 BRAND NEW REMODLED with washer/dryer and private patio ready now!,2017-03-17 13:48,2700.0,https://sandiego.craigslist.org/reply/sdo/apa/6048341804,1069.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048341804.html,6048341804
1,2.0,Don't miss our first open house Friday March 17th from 4 pm to 5 pm.,2017-03-17 13:39,2650.0,https://sandiego.craigslist.org/reply/sdo/apa/6048327319,,sandiego,https://sandiego.craigslist.org/csd/apa/6048327319.html,6048327319
2,2.0,Beautiful Completely Remodeled Unit in Windansea,2017-03-17 13:37,2695.0,https://sandiego.craigslist.org/reply/sdo/apa/6042354807,,sandiego,https://sandiego.craigslist.org/csd/apa/6042354807.html,6042354807
6,2.0,"2 bedroom + Den, 2 bath house near SDSU",2017-03-17 13:35,2600.0,https://sandiego.craigslist.org/reply/sdo/apa/6048321010,1200.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048321010.html,6048321010
8,2.0,2Bed 2Bath with 2 Spacious Bedrooms & Detached 2 Car Tandem Garage!!,2017-03-17 13:19,2532.0,https://sandiego.craigslist.org/reply/sdo/apa/6048297964,1327.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048297964.html,6048297964
10,2.0,5 WEEKS FREE WITH HALF OFF DEPOSIT OAC!! LOOK AND LEASE NOW!!,2017-03-17 13:17,2795.0,https://sandiego.craigslist.org/reply/sdo/apa/6048281212,1227.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048281212.html,6048281212
12,2.0,"2 Bedroom 2 Bath + Balcony, Attached 2 Car Garage, W/D Included, A/C",2017-03-17 13:06,2515.0,https://sandiego.craigslist.org/reply/sdo/apa/6048277583,,sandiego,https://sandiego.craigslist.org/ssd/apa/6048277583.html,6048277583
13,2.0,$800 OFF Your Move-In! Two Bedroom Available Today!,2017-03-17 13:06,2620.0,https://sandiego.craigslist.org/reply/sdo/apa/6048255789,1176.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048255789.html,6048255789
14,2.0,This 2B is huge! See it to believe it!,2017-03-17 13:06,2640.0,https://sandiego.craigslist.org/reply/sdo/apa/6048277443,1396.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048277443.html,6048277443
15,2.0,PROMO 2BR/2BTH FULLY FURNISHED MONTH-TO-MONTH LEASE,2017-03-17 13:04,2999.0,https://sandiego.craigslist.org/reply/sdo/apa/6036508273,,sandiego,https://sandiego.craigslist.org/csd/apa/6036508273.html,6036508273
19,2.0,Luxury town home w/2 bedroom 2.5 bath +2 car garage+washer&drier,2017-03-17 12:59,2550.0,https://sandiego.craigslist.org/reply/sdo/apa/6048266168,,sandiego,https://sandiego.craigslist.org/ssd/apa/6048266168.html,6048266168
24,2.0,"Mission Hills Hideaway, 2 bedroom 2 bath with spectacular views and su",2017-03-17 12:39,2600.0,https://sandiego.craigslist.org/reply/sdo/apa/6048234969,1250.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048234969.html,6048234969
25,2.0,Tour TODAY! Bring Fido to View Our Corner 2BR! Free Parking & Gym,2017-03-17 12:30,2920.0,https://sandiego.craigslist.org/reply/sdo/apa/6048220089,975.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048220089.html,6048220089
27,2.0,"Top Floor Corner 2BR with City Views! Dog Friendly, Free Parking, &Gym",2017-03-17 12:25,2941.0,https://sandiego.craigslist.org/reply/sdo/apa/6048212360,990.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048212360.html,6048212360
35,2.0,"Light and Bright West Facing Move in Ready, Call Today!",2017-03-17 12:07,2650.0,https://sandiego.craigslist.org/reply/sdo/apa/6048183985,1045.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048183985.html,6048183985
36,2.0,AN AMAZING TOWN HOME JUST YOU!!,2017-03-17 12:05,2600.0,https://sandiego.craigslist.org/reply/sdo/apa/6048180277,1570.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048180277.html,6048180277
39,2.0,"Top Floor! Light & Bright! Completely Upgraded, $199 Deposit Only!",2017-03-17 11:57,2520.0,https://sandiego.craigslist.org/reply/sdo/apa/6048141947,1092.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048141947.html,6048141947
41,2.0,"Top floor, spectacular view! Just a $99 deposit too!",2017-03-17 11:55,2535.0,https://sandiego.craigslist.org/reply/sdo/apa/6048163057,1078.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048163057.html,6048163057
44,2.0,Singing Hills Resort,2017-03-17 11:51,2600.0,https://sandiego.craigslist.org/reply/sdo/apa/6048157121,,sandiego,https://sandiego.craigslist.org/esd/apa/6048157121.html,6048157121
45,2.0,Crown Point - 2 blocks to bay! 2Br/1Ba,2017-03-17 11:51,2999.0,https://sandiego.craigslist.org/reply/sdo/apa/6048156828,975.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048156828.html,6048156828
46,2.0,Crown Point - 2 blocks to bay! 2Br/1Ba,2017-03-17 11:51,2999.0,https://sandiego.craigslist.org/reply/sdo/apa/6048156758,975.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048156758.html,6048156758
47,2.0,Crown Point - 2 blocks to bay! 2Br/1Ba,2017-03-17 11:51,2999.0,https://sandiego.craigslist.org/reply/sdo/apa/6048156698,975.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048156698.html,6048156698
48,2.0,Crown Point - 2 blocks to bay! 2Br/1Ba,2017-03-17 11:51,2999.0,https://sandiego.craigslist.org/reply/sdo/apa/6048156655,975.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048156655.html,6048156655
56,2.0,55+ Community! Wonderful 2BR/2BA Condo!!!,2017-03-17 11:30,2900.0,https://sandiego.craigslist.org/reply/sdo/apa/6022091469,1700.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6022091469.html,6022091469
58,2.0,"Renovated and GORGEOUS two bedroom, available now!",2017-03-17 11:24,2763.0,https://sandiego.craigslist.org/reply/sdo/apa/6048111699,1088.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048111699.html,6048111699
59,2.0,Move in next week! 29th floor corner apartment!,2017-03-17 11:24,2840.0,https://sandiego.craigslist.org/reply/sdo/apa/6048055063,951.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048055063.html,6048055063
61,2.0,Gorgeous House in Village - All utilities INCLUDED!,2017-03-17 11:23,2875.0,https://sandiego.craigslist.org/reply/sdo/apa/6048055334,1000.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048055334.html,6048055334
62,2.0,Ground Floor Two Bedroom with Deatched Two-Car Tandem Garage!!,2017-03-17 11:20,2537.0,https://sandiego.craigslist.org/reply/sdo/apa/6048103777,1201.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048103777.html,6048103777
66,2.0,Stunning and newly remodeled view home in the Laguna Del Mar community,2017-03-17 11:14,2750.0,https://sandiego.craigslist.org/reply/sdo/apa/6038535897,1740.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6038535897.html,6038535897
67,2.0,UTC/La Jolla Dual Master Bedroom Townhouse w/2carGarage,2017-03-17 11:06,2550.0,https://sandiego.craigslist.org/reply/sdo/apa/6028303320,1310.0,sandiego,https://sandiego.craigslist.org/csd/apa/6028303320.html,6028303320
68,2.0,Vantage Pointe Luxury Apartment- Stunning View!,2017-03-17 11:06,2640.0,https://sandiego.craigslist.org/reply/sdo/apa/6048058768,917.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048058768.html,6048058768
69,2.0,Large & Bright Corner 3rd Floor 2x2 in Mission Hills/Hillcrest,2017-03-17 11:05,2685.0,https://sandiego.craigslist.org/reply/sdo/apa/6048078015,1209.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048078015.html,6048078015
71,2.0,BRIGHT LARGE 2B/2BA newer townhouse in Univ Hts w attached garage!,2017-03-17 11:04,2650.0,https://sandiego.craigslist.org/reply/sdo/apa/6048075968,1500.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048075968.html,6048075968
73,2.0,"13048 Alora Point - Wood floors, granite, AC, 2 car garage!",2017-03-17 11:00,3000.0,https://sandiego.craigslist.org/reply/sdo/apa/6048053519,1476.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048053519.html,6048053519
74,2.0,Large 2bed/2bath in Little Italy!,2017-03-17 10:59,2825.0,https://sandiego.craigslist.org/reply/sdo/apa/6048041974,1074.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048041974.html,6048041974
80,2.0,"Resort Style Living! Theater, Billiards, Clubroom + More!",2017-03-17 10:47,2580.0,https://sandiego.craigslist.org/reply/sdo/apa/6047998166,1086.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6047998166.html,6047998166
81,2.0,2 Bed 1 Bath Duplex 2 blocks from the beach,2017-03-17 10:47,2700.0,https://sandiego.craigslist.org/reply/sdo/apa/6048029510,,sandiego,https://sandiego.craigslist.org/nsd/apa/6048029510.html,6048029510
84,2.0,2B2B Next best thing to a 3B3B,2017-03-17 10:42,2905.0,https://sandiego.craigslist.org/reply/sdo/apa/6048038703,1257.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048038703.html,6048038703
85,2.0,Beautiful townhome in gated community of Leucadia Village!,2017-03-17 10:42,3000.0,https://sandiego.craigslist.org/reply/sdo/apa/6048037790,1279.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048037790.html,6048037790
89,2.0,"Available Now,  Cook's Kitchen In This 2/2 Upgrade with Garage!",2017-03-17 10:29,2721.0,https://sandiego.craigslist.org/reply/sdo/apa/6048004370,998.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048004370.html,6048004370
90,2.0,2x1 - Gated Parking included and W/D in-unit! LITTLE ITALY,2017-03-17 10:22,2529.0,https://sandiego.craigslist.org/reply/sdo/apa/6047989692,860.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047989692.html,6047989692
96,2.0,Luxury Condo 2 Bedroom  - 2 Bathroom,2017-03-17 10:13,2750.0,https://sandiego.craigslist.org/reply/sdo/apa/6047986624,1100.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047986624.html,6047986624
97,2.0,Largest Two Bedroom we have - with a pool view!,2017-03-17 10:12,2905.0,https://sandiego.craigslist.org/reply/sdo/apa/6047986446,1257.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047986446.html,6047986446
107,2.0,"Upgraded Apartment, Stainless Steel Apps, Granite Counter Tops",2017-03-17 09:56,2763.0,https://sandiego.craigslist.org/reply/sdo/apa/6047957800,1088.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047957800.html,6047957800
108,2.0,Your search ends today! Everything you've been looking for is HERE!,2017-03-17 09:54,2595.0,https://sandiego.craigslist.org/reply/sdo/apa/6047927191,1187.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6047927191.html,6047927191
110,2.0,Wonderful 2B2B Huge Space,2017-03-17 09:51,2656.0,https://sandiego.craigslist.org/reply/sdo/apa/6047949229,1144.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047949229.html,6047949229
111,2.0,***2 Bed-2 Bath Downtown Condo**View**Park Terrace East Village***,2017-03-17 09:50,2700.0,https://sandiego.craigslist.org/reply/sdo/apa/6040617107,1017.0,sandiego,https://sandiego.craigslist.org/csd/apa/6040617107.html,6040617107
114,2.0,3 Level Del Mare Ocean View Townhouse - Half-off 1st month,2017-03-17 09:34,2600.0,https://sandiego.craigslist.org/reply/sdo/apa/6047919796,1350.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6047919796.html,6047919796
115,2.0,Penthouse 2Bed 2Bath Facing Our Beautiful Zen Garden w/ 6 Weeks Free!,2017-03-17 09:33,2735.0,https://sandiego.craigslist.org/reply/sdo/apa/6047917624,1015.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047917624.html,6047917624
118,2.0,The Point in Pacific Beach - New 2 Bedroom/2 Bathroom!!,2017-03-17 09:29,2595.0,https://sandiego.craigslist.org/reply/sdo/apa/6023433008,960.0,sandiego,https://sandiego.craigslist.org/csd/apa/6023433008.html,6023433008
7,2.0,Fantastic 2 Bedroom Apartment! Amazing Specials!,2017-03-17 13:19,3075.0,https://sandiego.craigslist.org/reply/sdo/apa/6048285762,1276.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048285762.html,6048285762
12,2.0,Huge 2x2 Urban Flat w/ Great Views and On Special!!!,2017-03-17 12:56,3395.0,https://sandiego.craigslist.org/reply/sdo/apa/6035067584,1208.0,sandiego,https://sandiego.craigslist.org/csd/apa/6035067584.html,6035067584
13,2.0,"LUXURY DUAL MASTER 2 BEDROOM, High Floor, Lux Finishes, 2 Weeks FREE!",2017-03-17 12:30,3159.0,https://sandiego.craigslist.org/reply/sdo/apa/6048210626,1102.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048210626.html,6048210626
14,2.0,Vaulted Ceiling- no neighbors above you!,2017-03-17 12:16,3095.0,https://sandiego.craigslist.org/reply/sdo/apa/6048198226,926.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048198226.html,6048198226
19,2.0,2BR/2BA Home! Stylish Vintage Gem One Block to the Beach!!!,2017-03-17 11:29,3500.0,https://sandiego.craigslist.org/reply/sdo/apa/6028400401,1680.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6028400401.html,6028400401
21,2.0,"13048 Alora Point - Wood floors, granite, AC, 2 car garage!",2017-03-17 11:00,3000.0,https://sandiego.craigslist.org/reply/sdo/apa/6048053519,1476.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048053519.html,6048053519
23,2.0,Coronado - Updated 2bd/2ba Condo Steps to the Beach!,2017-03-17 10:49,3350.0,https://sandiego.craigslist.org/reply/sdo/apa/6048050731,1404.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048050731.html,6048050731
25,2.0,Gaslamp District 2br/2ba modern condo at The Alta!,2017-03-17 10:44,3150.0,https://sandiego.craigslist.org/reply/sdo/apa/6048041114,1144.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048041114.html,6048041114
27,2.0,Beautiful townhome in gated community of Leucadia Village!,2017-03-17 10:42,3000.0,https://sandiego.craigslist.org/reply/sdo/apa/6048037790,1279.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6048037790.html,6048037790
32,2.0,Mid Century At It's Finest! Roof Top Views/Great Space,2017-03-17 10:26,3450.0,https://sandiego.craigslist.org/reply/sdo/apa/6026378622,1250.0,sandiego,https://sandiego.craigslist.org/csd/apa/6026378622.html,6026378622
34,2.0,Solar Energy System for Reduced Electricity Costs,2017-03-17 10:26,3300.0,https://sandiego.craigslist.org/reply/sdo/apa/6048002056,1496.0,sandiego,https://sandiego.craigslist.org/csd/apa/6048002056.html,6048002056
35,2.0,2x2 - Gated Parking included and W/D in-unit! LITTLE ITALY,2017-03-17 10:24,3009.0,https://sandiego.craigslist.org/reply/sdo/apa/6047991608,1000.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047991608.html,6047991608
40,2.0,"2x2 w/ Den, Top Floor, Corner, Golf Course Views 55+",2017-03-17 09:33,3013.0,https://sandiego.craigslist.org/reply/sdo/apa/6047917967,1507.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047917967.html,6047917967
41,2.0,Schedule a Tour to View this Gorgeous 2-Bed/Bath Over the Pool Today!,2017-03-17 09:33,3075.0,https://sandiego.craigslist.org/reply/sdo/apa/6047917500,1055.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047917500.html,6047917500
43,2.0,"Real listing, ,,,,,,,,, Real agent, ,,,,,,,,,,,,,,,",2017-03-17 09:03,3000.0,https://sandiego.craigslist.org/reply/sdo/apa/6034754812,,sandiego,https://sandiego.craigslist.org/csd/apa/6034754812.html,6034754812
45,2.0,Luxury 2 bed/2 1/2 bath condo in the popular Marina District,2017-03-17 08:10,3300.0,https://sandiego.craigslist.org/reply/sdo/apa/6039935336,1395.0,sandiego,https://sandiego.craigslist.org/csd/apa/6039935336.html,6039935336
49,2.0,Delightful 2BR in Point Loma- Fully Furnished- Available Sept. 1 #853,2017-03-17 07:15,3350.0,https://sandiego.craigslist.org/reply/sdo/apa/6036625622,,sandiego,https://sandiego.craigslist.org/csd/apa/6036625622.html,6036625622
51,2.0,2 Bedroom House- All utilities Included-Furnished,2017-03-17 06:45,3199.0,https://sandiego.craigslist.org/reply/sdo/apa/6041191641,,sandiego,https://sandiego.craigslist.org/csd/apa/6041191641.html,6041191641
54,2.0,Amazing views of downtown + modern finishes!,2017-03-17 01:32,3005.0,https://sandiego.craigslist.org/reply/sdo/apa/6047480816,1144.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047480816.html,6047480816
56,2.0,"Downtown 2/2 Furnished *Coronado, Bay, Petco Balboa Park VIEWS",2017-03-16 20:03,3100.0,https://sandiego.craigslist.org/reply/sdo/apa/6047335863,1103.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047335863.html,6047335863
57,2.0,2 bed room 1 bath house,2017-03-16 19:56,3250.0,https://sandiego.craigslist.org/reply/sdo/apa/6029605972,1175.0,sandiego,https://sandiego.craigslist.org/csd/apa/6029605972.html,6029605972
58,2.0,2 bed room 1 bath house,2017-03-16 19:53,3250.0,https://sandiego.craigslist.org/reply/sdo/apa/6047322392,1175.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047322392.html,6047322392
61,2.0,Resort Style Community with AMAZING amenities!,2017-03-16 19:07,3356.0,https://sandiego.craigslist.org/reply/sdo/apa/6047289702,1063.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047289702.html,6047289702
63,2.0,Charming La Jolla Beach Cottage Walking Distance to Windansea Beach,2017-03-16 18:58,3500.0,https://sandiego.craigslist.org/reply/sdo/apa/6030815280,1298.0,sandiego,https://sandiego.craigslist.org/csd/apa/6030815280.html,6030815280
66,2.0,Completely remodeled single family home in top neighborhood,2017-03-16 17:56,3000.0,https://sandiego.craigslist.org/reply/sdo/apa/6047223919,1236.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047223919.html,6047223919
68,2.0,"Historic 2BR/2BA, 1,800 sqft Bankers Hill Gem with View",2017-03-16 17:31,3500.0,https://sandiego.craigslist.org/reply/sdo/apa/6047197935,1800.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047197935.html,6047197935
69,2.0,"Historic 2BR/2BA, 1,800 sqft Bankers Hill Gem with View",2017-03-16 17:31,3500.0,https://sandiego.craigslist.org/reply/sdo/apa/6047197589,1800.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047197589.html,6047197589
70,2.0,"Historic 2BR/2BA, 1,800 sqft Bankers Hill Gem with View",2017-03-16 17:30,3500.0,https://sandiego.craigslist.org/reply/sdo/apa/6047197148,1800.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047197148.html,6047197148
71,2.0,"Beautiful Ocean View Condo/fully upgraded! Available *May  01, 2017",2017-03-16 16:26,3000.0,https://sandiego.craigslist.org/reply/sdo/apa/6041229629,1188.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6041229629.html,6041229629
72,2.0,Top Floor Two-Bedroom Apt w/Vaulted Ceiling & 1st month FREE!,2017-03-16 16:20,3125.0,https://sandiego.craigslist.org/reply/sdo/apa/6047110494,1489.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047110494.html,6047110494
78,2.0,2br/2ba condo at Diamond Terrace with views into Petco Park,2017-03-16 15:26,3350.0,https://sandiego.craigslist.org/reply/sdo/apa/6036556864,1018.0,sandiego,https://sandiego.craigslist.org/csd/apa/6036556864.html,6036556864
79,2.0,"Spacious two Bedroom! Wood floors, stainless steel appliances!",2017-03-16 15:24,3025.0,https://sandiego.craigslist.org/reply/sdo/apa/6047051435,,sandiego,https://sandiego.craigslist.org/nsd/apa/6047051435.html,6047051435
80,2.0,"Realize Luxury, Rooftop Lounge, Near Shops and Dining",2017-03-16 15:20,3340.0,https://sandiego.craigslist.org/reply/sdo/apa/6047047006,1203.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047047006.html,6047047006
84,2.0,Incredible unit downtown San Diego!!,2017-03-16 14:57,3500.0,https://sandiego.craigslist.org/reply/sdo/apa/6047016610,1350.0,sandiego,https://sandiego.craigslist.org/csd/apa/6047016610.html,6047016610
86,2.0,Furnished 2bd/2bth in Del Mar,2017-03-16 14:26,3095.0,https://sandiego.craigslist.org/reply/sdo/apa/6043085023,1052.0,sandiego,https://sandiego.craigslist.org/nsd/apa/6043085023.html,6043085023
87,2.0,"FURNISHED 2 BEDROOM 2.5 BATH, ROOFTOP BALCONY, A PLUS",2017-03-16 14:07,3400.0,https://sandiego.craigslist.org/reply/sdo/apa/6046919081,1411.0,sandiego,https://sandiego.craigslist.org/csd/apa/6046919081.html,6046919081
90,2.0,Heart of Gorgeous La Jolla Village,2017-03-16 13:38,3000.0,https://sandiego.craigslist.org/reply/sdo/apa/6028274020,1200.0,sandiego,https://sandiego.craigslist.org/csd/apa/6028274020.html,6028274020
93,2.0,"Huge Dual Master, Near Shops and Dining in East Village!",2017-03-16 12:52,3159.0,https://sandiego.craigslist.org/reply/sdo/apa/6046835527,1102.0,sandiego,https://sandiego.craigslist.org/csd/apa/6046835527.html,6046835527
94,2.0,"$3200 For, Four CollegeStudents  Steps to the Ocean or Bay",2017-03-16 12:37,3200.0,https://sandiego.craigslist.org/reply/sdo/apa/6046804297,,sandiego,https://sandiego.craigslist.org/csd/apa/6046804297.html,6046804297
96,2.0,A New Wave of Living- First Two Months Free!,2017-03-16 12:23,3170.0,https://sandiego.craigslist.org/reply/sdo/apa/6046779650,995.0,sandiego,https://sandiego.craigslist.org/csd/apa/6046779650.html,6046779650
97,2.0,Golf Course View Apartment ~ Brand New Build ~ 55+,2017-03-16 12:20,3013.0,https://sandiego.craigslist.org/reply/sdo/apa/6046787119,1507.0,sandiego,https://sandiego.craigslist.org/csd/apa/6046787119.html,6046787119
